0.006675854,0.020754431,0.00294613,0.004376375,0.005617992,0.005926361,0.077253842,0.014981554,0.019592091,0.01296818,0.042753214,0.006626929,0.001867414,0.002435207,0.012278955,0.011049836,0.003597126,0.020666637,0.010869672,0.011527505
0.008573708,0.003776643,0.005343964,0.004357305,0.006978395,0.015634043,-0.000770713,-0.009337136,0.006296872,0.010748347,-0.010743165,0.00296785,0.004467617,0.00658011,0.000717618,-0.002200221,0.021315194,0.004535155,0.014311514,0.017045867
0.000775795,0.001614205,0.02283275,0.004338402,0,-0.000277047,-0.021037005,0.008593365,0.001045635,0.001232792,0.02225281,0.027923892,-0.001115034,0.020837646,0.017775086,-0.006629859,0,0.021634563,0,0.008415197
0.016344946,-0.007013787,0.009049836,0.008620743,0.015183176,0.001107727,-0.021489088,-0.004848042,0.013641967,-0.005766079,0.008764298,-0.007714599,-0.008215132,-0.017047805,0.025740552,0.006629859,0.008748962,0.005886698,0.021090413,0.002789402
-0.001145038,-0.0141769,-0.014375534,0.004282662,0.037638851,0.010736511,-0.002416433,0,-0.015136066,0.006176672,0.095627439,0.000322633,-0.020838034,0.000687522,-0.004819286,0.006586193,-0.006993035,-0.014782235,-0.006980831,-0.005586607
-0.010943759,0.005476465,0.056108137,-0.004282662,0.013106348,-0.007420674,0.020355921,0.002613405,-0.002395211,0.013455861,0.095238084,0,0.005345564,0.035778369,-0.006925235,-0.002190581,-0.012356733,-0.009726975,-0.007029906,-0.014104606
-0.007168489,-0.010431058,-0.001943635,0.004282662,-0.01442648,-0.022034081,-0.021970127,-0.000372926,-0.029816629,-0.012225091,0.04096618,-0.025152396,0.00758729,0.057029464,0.008993488,-0.01102547,-0.005342844,0.005997019,0.012270093,0.002836881
-0.003506042,-0.002209946,0.01141322,0.016949558,0.045198138,-0.005372556,0.020784121,0.015911529,0.01029274,0.028694634,0.014428282,0.010529877,0.000755572,-0.002822646,0.000688468,-0.006674107,0.007117468,0,0.018982451,0.008462674
0.001364922,-0.004434597,-0.00617405,0,0.023706662,-0.002839298,0.036508909,-0.023775265,-0.012766458,0.00595831,0.032877835,-0.000654879,-0.004921456,0.004387346,0.007542031,0,-0.007117468,-0.007501911,0.001707942,-0.002812941
-0.017097793,-0.027028672,-0.028862316,0.016667052,-0.040257008,-0.032069771,-0.058505397,-0.024739606,-0.031289401,-0.030153038,-0.068285908,-0.017512425,-0.039478811,-0.063913326,-0.013063094,0.006674107,-0.027150989,-0.032137425,-0.032960486,0.005617992
0.002375768,0.009090972,0.021188277,0.008230499,0.053729349,0.005270876,-0.020425547,0.007677581,0.007161644,0.003666739,-0.012802451,0.008298803,0.014112347,0.011928571,0.01169604,-0.017897569,-0.003676475,0.005428474,0.027827883,0
0.015306421,-0.002832061,0.024561793,0.004089985,0.013293247,-0.005858248,-0.003721319,0.019690148,-0.013570896,0.004463387,-0.007183939,-0.008632192,0.015833503,0.011787956,-0.005486982,0,-0.001843318,0.004629638,-0.012079526,-0.008438869
